,index,#,Country,#.1,Artist,Song,Language,Pl.,Sc.,Eurovision_Number,Year,Host_Country,Host_City,Lyrics,Lyrics translation,Gender
508,1280,1281,Austria,46,Natália Kelly,Shine,English,-,-,58,2013,Sweden,Malmö,"When hurt is all you’re feeling your heart is slowly bleeding
The only memories to hold on to
When you almost stop believing, you’re cold, alone and freezing
You think you’re lost and don’t know where to go
Look up to the startling sky, relight the fire

You will shine, shine and fight the shadows in the sky
You will shine, I see the light in your eyes
You will shine, shine and fight the shadows in the sky
Oh you will fly up high, the light is in your eyes
Trust me, you will shine

Time is always healing and answers are revealing
Sometimes they’re simply right before your eyes
But when you’re down here kneeling there is no chance to see it
You can when all these dark clouds disappear
Look up to the startling sky, relight the fire

You will shine, shine and fight the shadows in the sky
You will shine, I see the light in your eyes
You will shine, shine and fight the shadows in the sky
Oh you will fly up high, the light is in your eyes
Trust me, you will shine

Still alive and breathing
Still alive and breathing
Still alive and breathing, still alive and breathing
Still alive and breathing

You will shine, shine and fight the shadows in the sky
You will shine, I see the light in your eyes
You will shine, shine and fight the shadows in the sky
Oh you will fly up high, the light is in your eyes

Oh you will fly up high, the light is in your eyes
Trust me, you will shine",English,female
509,1281,1282,Estonia,19,Birgit,Et uus saaks alguse,Estonian,20,19,58,2013,Sweden,Malmö,"Ma mäletan veel
Kui tuli mu hinge, et jääda, see tunne nii suur
Samas nüüd seisan ma teel
Vaadates südame sisse, seal viliseb tuul
Aga tean, ma tean
Kõik võib muuta heaks
Iga uks, mis kord sulgub, see avaneb taas

Veel sulab jää ja õide puhkeb raagus puu
Iga lõpp ei ole muud, kui algus uus
On vaja ööd, et päev tooks valguse
Et uus saaks alguse
Mis möödund, jäägu kaugele
Et uus saaks taas alguse

Kardin avaneb taas
On algamas järgmine vaatus, kus tõusta saan maast
Sama hing, kuid uus mäng veel ees-
Muudetud saab minu saatus, saab uueks mu tee
Ja ma tean, ma tean
Kõik võib muuta heaks
Iga uks, mis kord sulgub, see avaneb taas

Veel sulab jää ja õide puhkeb raagus puu
Iga lõpp ei ole muud, kui algus uus
On vaja ööd, et päev tooks valguse
Et uus saaks alguse
Mis möödund, jäägu kaugele

Veel sulab jää ja õide puhkeb raagus puu
Iga lõpp ei ole muud, kui algus uus
On vaja ööd, et päev tooks valguse
Et uus saaks alguse
Mis möödund, jäägu kaugele!
Et uus saaks taas alguse...","I still remember when my soul settled
That feeling so overwhelming and yet
I’m standing on the road searching my heart, battered by the wind But I know, I know that things can get better
Every door that closes eventually opens again The snow will melt and the bare trees will blossom
Every ending is just a new beginning
We need the night, the day can bring us light
So there could be a new beginning
Let bygones be bygones
So there could be a new beginning once again The curtain is raised again and the second act is starting
Where I pick myself up and dust myself down
However the new game will be changed more towards my fate
I’m taking a different path But I know, I know that things can get better
Every door that closes eventually opens again The snow will melt and the bare trees will blossom
Every ending is just a new beginning
We need the night, the day can bring us light
So there could be a new beginning
Let bygones be bygones The snow will melt and the bare trees will blossom
Every ending is just a new beginning
We need the night, the day can bring us light
So there could be a new beginning
Let bygones be bygones
So there could be a new beginning once again",female
510,1282,1283,Slovenia,19,Hannah,Straight into Love,English,-,-,58,2013,Sweden,Malmö,"Faster than light here comes the night
Tomorrow is now
You flow through my veins, inside me you'll stay
There is no doubt
You're one in this world, no diamonds no pearls
Like your love divine
So high off the ground, we'll never come down
No limit no sky
Straight into love, well break through the dark
And light the world up from the sky when we collide
Straight into love and never let go
Well light the world up from the sky into the night
No turning the tide, with eyes open wide
There's no stopping now
With all that we have we stand on the edge
Before we die down
Straight into love, we'll break through the dark
And light the world up from the sky when we collide
Straight into love
Well light the world up from the sky into the night
We found the place where we belong
Out of the dark our flame is strong
We're moving fast, we won't look back
Higher and higher we go
Straight into love, oh
Straight into love
Straight into love
We'll light the world up from the sky into the night",English,female
511,1283,1284,Croatia,21,Klapa s Mora,Mižerja,Croatian,-,-,58,2013,Sweden,Malmö,"Zlata niman da te njime okitim
Samo ove ruke dvi da ti dušu zagrlim

Ej mižerja ka tvrda si stina
Ej mižerja ka dvi kapi vina
Nemam ništa, samo viru
I bokun čiste jubavi

Ej mižerja ka tvrda si stina
Ej mižerja ka dvi kapi vina
Nemam ništa, samo viru
I bokun čiste jubavi

Ružo moja lipa za te živit ću
I zadnju koru suvog kruva s tobom dilit ću

Ej mižerja ka tvrda si stina
Ej mižerja ka dvi kapi vina
Nemam ništa, samo viru
I bokun čiste jubavi

Ej mižerja ka tvrda si stina
Ej mižerja, mižerja, mižerja

Ej mižerja ka tvrda si stina
Ej mižerja ka dvi kapi vina
Nemam ništa, samo viru
I bokun čiste jubavi

Ja nemam ništa, samo viru
I bokun čiste jubavi
(Mižerja)","I don't have gold
to give you
Only these two arms
to hug your soul Oh misery, you're as hard as rock
Oh misery, you're like two drops of wine
I have nothing but faith and a little bit
of pure love Oh beautiful rose of mine,
For you I will live
And the last piece of dried old bread
I'll share with you Oh misery, you're as hard as rock
Oh misery, you're like two drops of wine
I have nothing but faith and a little bit
of pure love",group
512,1284,1285,Denmark,42,Emmelie de Forest,Only Teardrops,English,1,281,58,2013,Sweden,Malmö,"[Verse 1]
The sky is red tonight
We're on the edge tonight
No shooting star to guide us

[Pre-Chorus]
Eye for an eye
Why tear each other apart?
Please tell me why
Why do we make it so hard?
Look at us now
We only got ourselves to blame
It's such a shame

[Chorus]
How many times can we win and lose?
How many times can we break the rules between us?
Only teardrops
How many times do we have to fight?
How many times till we get it right between us?
Only teardrops

[Verse 2]
So come and face me now
Here on the stage tonight
Let's leave the past behind us

[Pre-Chorus]
Eye for an eye
Why tear each other apart?
Please tell me why
Why do we make it so hard?
Look at us now
We only got ourselves to blame
It's such a shame

[Chorus]
Tell me how many times can we win and lose?
How many times can we break the rules between us?
Only teardrops
How many times do we have to fight?
How many times till we get it right between us?
Only teardrops

[Bridge]
What's come between us?
What's come between us?
Only teardrops
What's come between us?
What's come between us?

[Chorus]
How many times can we win and lose?
How many times can we break the rules between us?
Only teardrops
How many times do we have to fight?
How many times till we get it right between us?
Only teardrops

[Post-Chorus]
Only teardrops
Only teardrops
Only teardrops

[Chorus]
How many times can we win and lose?
How many times can we break the rules between us?
Only teardrops
How many times do we have to fight?
How many times till we get it right between us?
Only teardrops",English,female
513,1285,1286,Russia,17,Dina Garipova,What If,English,5,174,58,2013,Sweden,Malmö,"What if I could change the path of time
What if I had the power to decide
What if I could make us unify

If I
If I

What if we would open up the doors
What if we could help each other more
What if i could make you all believe

If we
If we


What if we all
Opened our arms

What if we
Came together as one

What if we aimed
To stop the alarms

What if we chose to
Bury our guns

Why don’t we always
Reach out to those

Who need us the most

Together we can change the path of time
Together we have power to decide
The answer lies within our hearts and minds

Together
Together

Together we can make a better place
On this little island out in space
Together we can change the world forever

Let’s unite and make a change
Let’s unite and write a new page
Come on sinners come on saints
Have faith",English,female
514,1286,1287,Ukraine,11,Zlata Ognevich,Gravity,English,3,214,58,2013,Sweden,Malmö,"Nothing comes from dreams but dreams
Still you believe in wonder
Something happens and it seems
Like a strike of thunder

Nothing comes from love but love
Why is it growing stronger?
I am falling from above
I will wait no longer

I’m like a butterfly
Spinning ‘round a sword as if to dare
I should have stayed up high
It’s stronger than me
My gravity
My gravity

Nothing comes from pride but pride
My way is clear
Dancing on the edge tonight
Now I feel no fear

I’m like a butterfly
Spinning ‘round a sword as if to dare
I should have stayed up high
It’s stronger than me
My gravity
My gravity

I’m like a butterfly
My gravity
I’m like a butterfly
And I should have stayed up high
It’s stronger than me
My gravity
My gravity
Gravity!",English,female
515,1287,1288,Netherlands,54,Anouk,Birds,English,9,114,58,2013,Sweden,Malmö,"Isolated from the outside
Clouds have taken all the light
I have no control
It seems my thoughts wonder all of the time
When I try to live life without you

Birds falling down the rooftops
Out of the sky like raindrops
No air, no pride

If being myself is what I do wrong
Then I would rather not be right
Hopes turned into fear
And with my one wing I can't fly with sunrise
Embrace my dreams tight
And that's why

Birds falling down the rooftops
Out of the sky like raindrops
No air, no pride
Birds

To a place without fear with no moonlight
All I need are trees and flowers and some sunlight
Where memories are being made
And where the old one dies
Where love ain't lost

Birds falling down the rooftops
Out of the sky like raindrops
No air, no pride
That's why birds don't fly",English,female
516,1288,1289,Montenegro,5,Who See,Igranka (Игранка),Montenegrin,-,-,58,2013,Sweden,Malmö,"[Intro: Nina Žižić]
Vodim te na igranku, na-na-na-na igranku
Oh, oh, oh, oh, igranku, vodim te na igranku
Vodim te na igranku, na-na-na-na igranku
Oh, oh, oh, oh, igranku, vodim te na igranku

[Verse 1: Who See]
Fešta je to, ne prestaje to, bit za bitom, vers za versom
Mrda se cio svijet s njom, jednim potezom i univerzum
'ajde vodi me, oslobodi me od gadnih stresova tokom godine
Ne mogu više da se paranojišem, na dobru feštu sve mi miriše
Igranka bez prestanka vanka, na podijum ili pored sama šanka
Dan kad svane tu smo, nikad nije pustoš
Ništa nije frka samo treba uć' u štos
Kik i bas zaraza razara, niko neće poć' utvrđenog pazara
Opet sjutra utabanim stazama, s mojima visim ne mislim o parama

[Chorus: Nina Žižić]
Nek' traje cijelu noć i cijeli dan
I biće još, biće još bolje, vjeruj mi
Jer mi smo stvoreni za to
Vodim te, vodim te, pođi za mnom ti
Pođi sa mnom sad
Ova noć je ta, ne vidi se kraj
Vodim te na igranku

[Verse 2: Who See]
Treba mi fešta što neće prestat' dok ženska treska komad mesnat
Vrućina kao u rernu na dvjesta, odosmo s mozgom, stroboskop bljecka
Bit ko blesav po glavi šiba, pregore kesa, piće mi sipaj
Gradele, česan, petrusin, riba, danu svega da se pokidam
I vodi me neđe da glavu produvam, neđe đe muzika dobro izuva
Pa da ne staje no samo da gruva, da svu noć traje i svi da su tuna
Pritisak trpi se, krpim se s mukom, vodi me neđe da baš ne bih puk'o
Načinjem limenku, život je čudo, 'ajmo na igranku, đe ćemo drugo

[Chorus: Nina Žižić]
Nek' traje cijelu noć i cijeli dan
I biće još, biće još bolje, vjeruj mi
Jer mi smo stvoreni za to
Vodim te, vodim te, pođi za mnom ti
Pođi sa mnom sad
Ova noć je ta, ne vidi se kraj
Vodim te na igranku

[Bridge: Who See]
Samo nek' bit udara, svi su mi ođe banja
I nije bitno to što svima je novčanik tanak
Samo nek' bit udara, svi su mi ođe banja
Burgija vrti vazda tamo đe ne vrti para

[Outro: Nina Žižić
Vodim te na igranku, na-na-na-na igranku
Oh, oh, oh, oh, igranku, vodim te na igranku
Vodim te na igranku, na-na-na-na igranku
Oh, oh, oh, oh, igranku, vodim te na igranku","(I'm taking you to the dance, to-to-to-to the dance)
(Ce-ce-ce-ce, the dance I'm taking you to the dance)
(I'm taking you to the dance, to-to-to-to the dance)
(Ce-ce-ce-ce, the dance I'm taking you to the dance) It's a party, it can't end,
beat for beat, verse for verse,
the whole world's shaking along with her,
with one move also and the universe. C'mon take me, free me,
from the nasty stress during the year,
I can no longer be paranoid,
it smells like a good party. The dance without stopping on the outside,
on a stage or near a bar itself,
when the day dawns, we're here, it's never a wasteland,
nothing's a big deal, you just need to get into a stunt. The kick and bass, they infect, they destroy,
nobody will come with established bazaars,
tomorrow again along the trodden paths,
I'm hanging out with my friends, I'm not thinking about the money. Ref.
Let it last all night and all day,
it'll get more, it'll get more better trust me,
because we've been born for it,
I'm taking you I'm taking you, come with me. Come with me now,
this is the night,
the end can't be seen.
(I'm taking you to the dance) I need a party that'll never end,
while a woman shakes that piece of meat,
the heat is on 200 like in a microwave,
our brains'll explode, a stroboscope makes flashes. The beat is sick, it's banging on my head,
my wallet is empty, give me a drink,
a grill, a clove, a parsley, a fish,
give me everything to get fed. And take me somewhere to clear my head,
somewhere where the music is playing loud,
so that it doesn't stop, that it just keeps grooving,
that it lasts all night and that everyone are a tuna. The pressure is being suffered, I'm coping with struggle,
take me somewhere so that I don't explode,
I'm opening a can, life is a miracle,
let's go to the dance, where should we go else ? Ref.
Let it last all night and all day,
it'll get more, it'll get more better trust me,
because we've been born for it,
I'm taking you I'm taking you, come with me. Come with me now,
this is the night,
the end can't be seen.
(I'm taking you to the dance) Just let the beat banging,
I like everybody here,
and it doesn't matter that,
we all have a thin wallet. Just let the beat banging,
I like everybody here,
if the money doesn't help,
music always will. (I'm taking you to the dance, to-to-to-to the dance)
(Ce-ce-ce-ce, the dance I'm taking you to the dance)
(I'm taking you to the dance, to-to-to-to the dance)
(Ce-ce-ce-ce, the dance I'm taking you to the dance)",group
517,1289,1290,Lithuania,14,Andrius Pojavis,Something,English,22,17,58,2013,Sweden,Malmö,"I have to tell you something
It’s been on my mind so long
I’ve got to tell you this
It’s been on my mind way too long
I promised myself to tell
Instead I’m falling apart to see you here

If you don’t know I’m in love with you
When summertime falls It becomes untrue
Because of my shoes I’m wearing today
One is called Love the other is Pain

So tell me now
I’m in your head I’m in your heart tell me now
Tell me now because I’m falling apart to see you here

If you don’t know I’m in love with you
When summertime falls It becomes untrue
Because of my shoes I’m wearing today
One is called Love, the other is Pain

But still you don’t know I’m in love with you
When summertime falls It becomes untrue
Because of my shoes I’m wearing today

One is called Love, the other is Pain
One is called Love, the other is Pain",English,male
518,1290,1291,Belarus,10,Alyona Lanskaya,Solayoh,English,16,48,58,2013,Sweden,Malmö,"Friday night was going nowhere…
Sitting in a small café
Feeling lonely, a little tired
I’ve been working hard all day

Then a noise caught my attention
And I heard a wonderful sound;
Coming at me like a tsunami
Nearly took my feet off the ground

A rush of excitement flowed into my ears
Oh, beautiful people, ah ha-hi ha-hi-ha!
Hi-ia-ia-ia!

Solayoh, Solayoh, where the sun is always shining on ya
We play-oh, we play-oh to the rhythm of a cha-cha
Solayoh, Solayoh, turn the music up, it's gonna get ya
We play-oh, we play-oh, we can make it into a hot night

Situation started improving
Maybe this was kismet now
And my body started moving
I was really shaking down

Something happened when I was dancing
I could feel that powerful beat
Taking me to new dimensions
Waking up the devil in me

A heavenly chorus and love all around
Oh, beautiful people, ah ha-hi ha-hi-ha!
Hi-ia-ia-ia!

Solayoh, Solayoh, where the sun is always shining on ya
We play-oh, we play-oh to the rhythm of a cha-cha
Solayoh, Solayoh, turn the music up, it's gonna get ya
We play-oh, we play-oh, we can make it into a hot night

It feels like I'm dreaming, this word makes no sense
Let's sing it again now, “Ah ha-i!”

Solayoh, Solayoh where the sun is always shining on ya
We play-oh, we play-oh to the rhythm of a cha-cha
Solayoh, Solayoh, turn the music up, it's gonna get ya
We play-oh, we play-oh, we can make it into a hot night
Solayoh, Solayoh, turn the music up, it's gonna get ya
We play-oh, we play-oh, we can make it into a hot night
We can make it into cha-cha!",English,female
519,1291,1292,Moldova,9,Aliona Moon,O mie,Romanian,11,71,58,2013,Sweden,Malmö,"O mie de-apusuri pierdute in mare, pierdute in noi
Pe gene o mie de raze de soare-aduceau dimineti pentru doi
O mie de stele arzînd căzătoare priviri ne-au furat
In ceruri o mie de nopți seculare s-au tot spulberat, noi am rezistat

Între soare si ploi
Se nasc mii de culori, dar noi vedem doar nori
Amintiri despre noi
Însirat-am pe foi, apoi le-am distrus amindoi

O mie de lacrimi nu-mi spală durerea de cînd te-am pierdut
De-o mie de nopți ma inghite tacerea, ea vrea sa te uit, imi cere prea mult
Nu cred ca este-n trecut, fiorul ce l-am avut
Vreau un nou inceput!

Credeam în dragostea ta, speram ca nu va seca
Credeam în visele mari, dar ai ales sa dispari
Credeam ca nu e-n trecut, fiorul ce l-am avut
Vreau un nou inceput!

Intre soare si ploi
Se nasc mii de culori, dar noi vedem doar noi
Amintiri despre noi
Insirat-am pe foi, apoi le-am distrus amindoi","A thousand sunsets lost in the sea, lost inside us,
On our eyelashes a thousand rays of sun would bring the morning light for the two of us
A thousand burning shooting stars had enchanted us,
Into the skies a thousand secular nights had vanished.
We had stayed strong. Chorus: (X2)
The sun and the rains give birth to a thousand colours
But all we can see are the clouds,
Memories of us that we had written together
But then destroyed. A thousand tears can’t wash away the suffering
I’ve been through since I lost you.
For a thousand nights I’ve fallen silent, silence wants me to forget you,
It asks too much of me,
I don’t think it belongs to the past, the thrill I felt,
I want a new beginning! Chorus (X2)
I believed in your love, I had hoped that it would not dry out,
I believed in great dreams, but you chose to go away,
I thought it didn’t belong to the past, the thrill I felt,
I want a new beginning. Chorus (X2)",female
520,1292,1293,Ireland,47,Ryan Dolan,Only Love Survives,English,26,5,58,2013,Sweden,Malmö,"All our lives
We’ve been afraid
Watching the world decline
Till nothing remains
But in our darkness hour
Right before the dawn
The old world dies
The new day is born

We’re gonna live like it’s our last night alive
And we’re dancing till the morning light
And even if the sun don’t rise
In the end only love survives
So be love
Be love
Just be love (just be love)
Only love (only love)
We are love (we are love)
Only love (only love)
And when the stars are aligned
You got to make love your state of
Mind ‘cause in the end
Only love survives
So let the world collide
Don’t be afraid
If it’s the end of time
Love will remain
To live like it’s the last night alive
And we’re dancing till the morning light
And even if the sun don’t rise
In the end only love survives

So be love
Be love
Just be love (just be love)
Only love (only love)
We are love (we are love)
Only love (only love)
And when the stars are aligned
You got to make love your state of mind
Cause in the end only love survives
So be love (be love)
Only love love love
So make love(be love)
Only love love love
Cause in the end only love survives",English,male
521,1293,1294,Cyprus,31,Despina Olympiou,An me thimase (Aν με θυμάσαι),Greek,-,-,58,2013,Sweden,Malmö,"Για ό,τι έζησα, ποτέ δεν μετανιώνω
Για ό,τι αγάπησα, συγνώμη δεν ζητώ
Για όσα θέλω τη, ψυχή μου απογειώνω
Και για όσα μου 'δωσες εγώ σε ευχαριστώ
Αν με θυμάσαι
Πες μου αν θα σε ξαναδώ
Σε περιμένω
Πάντα για σένα, θα 'μαι εδώ

Για όσα ένωσαν σε μια καρδιά τις δύο
Για όσα νιώσαμε μαζί, σε νοσταλγώ
Και θα υπάρχω στο πιο δύσκολο σου αντίο
Στο πιο γλυκό απ' όσα είπες ""σ' αγαπω""

Αν με θυμάσαι
Πες μου αν θα σε ξαναδώ

Αν με θυμάσαι
Πες μου αν θα σε ξαναδώ
Σε περιμένω
Πάντα για σένα, θα 'μαι εδώ

Αν με θυμάσαι
Γίνε ένα αστέρι φωτεινό
Σαν πέφτει η νύχτα
Να σε κοιτώ στον ουρανό

Αν με θυμάσαι
Γίνε ένα αστέρι
Να σε κοιτώ στον ουρανό","I don't regret the things I lived through
I don't ask for apologies for all that I loved
For all I want my soul takes off
And I thank you for all you gave me If you remember me, tell me if I'll see you again
I'll always be waiting here for you For all that connected two hearts
For all we felt together, I miss you
And I'll be in you're most difficult goodbyes
In the sweetest of your ""I love you's"" If you remember me, tell me if I'll see you again
If you remember me, tell me if I'll see you again
I'll always be waiting here for you If you remember me
Become a bright star so I'll see you when night falls
in the sky If you remember me
Become a star so I can see you in the sky",female
522,1294,1295,Belgium,55,Roberto Bellarosa,Love Kills,English,12,71,58,2013,Sweden,Malmö,"[Verse 1]
So the arrow shot right through her heart and rocked her to the core
And she fell so deep like she had never fell so deep before
But the pain was almost unbelievable
When the end was near, she felt the fear alive

[Chorus]
Waiting for the bitter pill
Give me something i can feel
'Cos love kills over and over
Love kills over and over
Waiting for the bitter pill
Something i can truly feel
‘Cos love kills over and over
Love kills over and again

[Verse 2]
‘Cos he didn’t fight for life when he was up against the wall
And he felt so scared for both of them even though they had it all
There’s a lesson that you always have to learn
Through the consequence of fire comes the burn


[Chorus]
Waiting for the bitter pill
Give me something i can feel
‘Cos love kills over and over
Love kills over and over
Waiting for the bitter pill
Something i can truly feel
‘Cos love kills over and over
Love kills over and again

[Bridge]
One last, one last, one last breath for life
Won’t you give me, give me hope tonight

[Chorus]
Waiting for the bitter pill
Give me something i can feel
Love kills over and over
Love kills over and over
Waiting for the bitter pill
Something i can truly feel
'Cos love kills over and over
And love kills over and again
Love kills over and over
And love kills over and again
Love kills over and over
And love kills over and again",English,male
523,1295,1296,Serbia,7,Moje 3,Ljubav je svuda (Љубав је свуда),Serbian,-,-,58,2013,Sweden,Malmö,"Ljubav, ljubav ne postoji kažu
Lažu, nemoj da se bojiš kad on je tu
Ljubav za život ceo i posle još
Sa njim znaj biće to

Pitaću te ja za godinu dana
Kad te prevari na hiljadu strana
Srce tvoje je tad ribama hrana, znaj

Ja k'o da sam luda
Malo hoću, malo neću da verujem
Jer ne znam da sve
Da ljubav je svuda
Malo volim, malo ne volim
Probala bih svašta sa njim

Sanjaš, sanjaš svet u boji plavoj
Sanjaš jer on je tvoj

Više ne slušaj njegove laži
Kad te poljubi reći mu važi ti

Ja k'o da sam luda
Malo hoću, malo neću da verujem
Jer ne znam da sve
Da ljubav je svuda
Malo volim, malo ne volim
Probala bih svašta sa njim

Ti čekala bi njega svaku noć do ujutru
On kuvaće ti kafu dok si još u krevetu
Veruj mi, veruj sestro ja ti činim uslugu
La lala lala lala lala

Da k'o da sam luda
Ah, ljubav je svuda
Da ljubav je svuda
Malo volim, malo ne volim
Probala bih svašta sa njim
I možda vešto još nešto","Love Love Doesnt Exists they say
They lie dont be afraid
When they go
Love for life and more
With him it will be I will ask you for a year
When he cheats you like on lots the sides
Your heart is food for fishes
You  need to know I am like so crazy
Little want little dont
To believe because i dont know if i can
Yes love si everywhere
Little hurts little dont
I tried everything with him
And maybe that more,something You dream,youre dreaming a world in a blue color
Youre dreaming because hes yours
Dont listen anymore to his lies
Kiss him,and say him ok I am so crazy
Little want little dont
To believe because i dont know if i can
Yes love si everywhere
Little hurts little dont
I tried everything with him
And maybe that more,something I will wait him every night to morning
He will make you coffee when you are still in bed
Believe me sister im being good to you
lalalalalalalalalalala Im like so crazy
Love is everywhere
Yes love is everywhere
Little love little dont",group
524,1296,1297,Latvia,14,PeR,Here We Go,English,-,-,58,2013,Sweden,Malmö,"[Intro]

[Chorus]
Here we go, here we go
So alive, in the sky, we can fly
Here we go, here we go
So alive, in the sky, we can fly

[Verse 1]
Ladies and Gentlemen, I need a starlight
'Cuz never have I had a day without a fight
I slide through the darkness it took me to a height
Of a lonesome, cold and a never ending night
I'm the man on the moon call me Andy Kaufman
There are demons inside me but I'mma stop 'em
I, I know I can be an unstoppable force
I try, man, let me take a walk on the bright side

[Chorus]
Here we go, here we go
So alive, in the sky, we can fly
Here we go, here we go
So alive, in the sky, we can fly

[Instrumental]

[Verse 2]
A lot of thoughts in my head keep pulling me down
So many guests in my house I couldn't notice the sound
Of the doorbell telling they're about to come
I'm surrounded by problems I got to run
(But no) I keep pulling myself up
(But no) I keep pulling myself up
I'm on a mission to fulfil my vision
All day everyday - never ever, ever give up

[Chorus]
Here we go, here we go
So alive, in the sky, we can fly
Here we go, here we go
So alive, in the sky, we can fly

[Instrumental]

[Bridge]
Ooh, ahh, ahh, ah, ah
Ooh, ahh, ahh, ah, ah

[Chorus]
Here we go, here we go
So alive, in the sky, we can fly
Here we go, here we go
So alive, in the sky, we can fly

[Outro]",English,group
525,1297,1298,San Marino,4,Valentina Monetta,Crisalide (Vola),Italian,-,-,58,2013,Sweden,Malmö,"Certe volte dentro me
Ho sentito un vuoto che
Mi chiamava dentro di sé
Vieni ora a vedere la verità
C’è un ponte sull’immensità

Cosa sono in fondo
Io sogno fragile di Dio
Con un corpo fatto così
Grandi occhi colore vivendo si muore
Rinnovati per l’eternità

Vola, vola, che la forza arriverà
Sempre sola verso un’altra libertà
La farfalla nuova lascia sempre giù
La crisalide che eri tu
Vuota senza me

Dalle nuvole si sa
Poi la pioggia scenderà
D’improvviso succederà
Le ali bagnate di lacrime che non si asciugano
Poi vento verrà

E tu vola, vola, vola via da te
Sempre sola fino che un riflesso apparirà
Nello specchio che ruba l’immagine
In mille pezzi di vertigine
E luce scintillerà

Quanta vita c’è
Non me n’ero accorta mai
E se ancora non lo sai
L’universo siamo noi

Vola, che la forza arriverà
Mai più sola nella vera libertà
La farfalla nuova lascia giù
La crisalide e di più
Vuota senza me

Vola nella gioia sarai
Mai più sola nell’immensità di noi
In un attimo l’amore come nuovo sole
Tutto cambierà

Vola, vola, vola insieme a me","There were times when I felt
An emptiness inside of me
It used to call me
Come right now to see the truth
There's a bridge over immensity What am I after all
A fragile God's dream
With a body like this
Big colorful eyes, we die while living
Renewed for eternity Fly, fly and the strength will come
Always alone heading to another freedom
New butterfly always leaves
An empty chrysalis in which
you used to be Clouds are showing
That the rain will fall
It will happen all of a sudden
The wings are wet of tears and they can't be dried
And then the wind will come And you fly, fly, fly away from you
Always alone until the reflection appears
In the mirror that steals the image
In thousands of pieces of vertigo
And the light will shine So much life around
I never noticed it
And if you still don't know
We are the universe Fly, fly and the strength will come
Always alone heading to another freedom
New butterfly always leaves
An empty chrysalis in which
you used to be Fly into joy
You'll never be alone in our immensity anymore
In a moment love will change everything
like the new sun Fly, fly, fly with me",female
526,1298,1299,Macedonia,13,Esma & Lozano,Pred da se razdeni (Пред да се раздени),Macedonian/Romani,-,-,58,2013,Sweden,Malmö,"[Verse 1: Lozano]
Ne e ko porano
Dobrite vreminja gi nema
Vo dobro I losho
Nie zhiveeme

[Chorus: Lozano]
Pred da se razdeni
Do mene bidi ti
Vo noviot den
Da sme zaedno jas i ti
Pred da se razdeni
Do mene ostani
Sega e vreme za ubavi denovi
Do mene ostani

[Post-Chorus: Esma]
Me i esma ake giljavav
Tu mare vilen
Me ka takjarav
Me i esma ake giljavav
Tu mare vilen
Me ka takjarav
Odoleske mashkar
Pagjaren
Khelen sarinen ushten, romalen

[Verse 2: Lozano]
Ako se vratish ti
I dobrite vreminja kje se vratat
I radost i taga
Nie pak kje delime

[Chorus: Lozano]
Pred da se razdeni
Do mene ostani
Vo noviot den
Da sme zaedno jas i ti
Do mene ostani

[Post-Chorus: Esma]
Me i esma ake giljavav
Tu mare vilen
Me ka takjarav
Me i esma ake giljavav
Tu mare vilen
Me ka takjarav
Odoleske mashkar
Pagjaren
Khelen sarinen ushten, romalen

[Chorus: Lozano]
Pred da se razdeni
Do mene ostani
Vo noviot den
Da sme zaedno jas i ti
Do mene ostani","You will be a good housewife to someone else,
the eternal maker of the silken linen,*
to somebody who fell into your life right from Mars,**
to somebody who an intelligent person would not believe. You will be faithful, honest to someone else,
like you were poison to me at all times.
In the shadows,in the veins,you'll leave a trace
but I won't ever again (come)to your doorstep. May all your years without me be happy.
Tonight when I leave,
(in)between the unhappy,to intercept with you
again; the soul would wish for. Esma,you will be a song,
both during the springs and during the cold.
But to me;how it will be.*** You will be to someone else all what you were not to me.
Take everything which is yours,pack(your things) and leave. Esma,you will be a song,
both during the springs and during the cold(winters).
But to me;how it will be.***",female
527,1299,1300,Azerbaijan,6,Farid Mammadov,Hold Me,English,2,234,58,2013,Sweden,Malmö,"Should have seen it coming when I saw you
Should have had the sense to stop and walk away
It was gonna turn out complicated
We´ve hit overload about to explode

If love was a mountain
I´d climb up to the highest of them all
I´d swim across the ocean if you´d call
I´m lost in your smile
Freefalling for miles

Hold me
Just unfold me
Unchain my soul
Give me love make me whole
Hold me
If it´s only
For this moment in time
Now I´m yours and your mine
So Hold me

Take a little time then you´ll know better
Than to think about giving in on the one you love
Can we go back and freeze the moment
Where we used to be free was only you and me

Hold me
Just unfold me
Unchain my soul
Give me love make me whole
Hold me
If it´s only
For this moment in time
Now I´m yours and your mine
So Hold me
Hold me

Remember how we used to laugh
But now you´re running from the past
Let´s find a way to carry on
Remember how love used to be
You said I was your fantasy
Can´t take another night alone
So come on home

Hold me
Just unfold me
Unchain my soul
Give me love make me whole
Hold me
If it´s only
For this moment in time
Now I´m yours and your mine
So Hold me
Hold me – Hold me…",English,male
