,Year,Country,Language,Own,English,Other
658,2006.0,Croatia,Croatian (Italo-Dalmatian),0,0,1
659,2007.0,Bulgaria,Bulgarian,1,0,0
660,2011.0,Bulgaria,Bulgarian,1,0,0
661,2013.0,Bulgaria,Bulgarian,1,0,0
662,2007.0,Israel,English/French/ Hebrew,0,0,1
663,2007.0,Cyprus,French,0,0,1
664,2007.0,Georgia,English,0,1,0
665,2008.0,Georgia,English,0,1,0
666,2010.0,Georgia,English,0,1,0
667,2011.0,Georgia,English,0,1,0
668,2013.0,Georgia,English,0,1,0
669,2014.0,Georgia,English,0,1,0
670,2015.0,Georgia,English,0,1,0
671,2016.0,Georgia,English,0,1,0
672,2017.0,Georgia,English,0,1,0
673,2020.0,Georgia,English,0,1,0
674,2021.0,Georgia,English,0,1,0
675,2022.0,Georgia,English,0,1,0
676,2007.0,Montenegro,Montenegrin,1,0,0
677,2008.0,Montenegro,Montenegrin,1,0,0
678,2013.0,Montenegro,Montenegrin,1,0,0
679,2014.0,Montenegro,Montenegrin,1,0,0
680,2015.0,Montenegro,Montenegrin,1,0,0
681,2018.0,Montenegro,Montenegrin,1,0,0
682,2007.0,Moldova,English,0,1,0
683,2008.0,Moldova,English,0,1,0
684,2010.0,Moldova,English,0,1,0
685,2011.0,Moldova,English,0,1,0
686,2014.0,Moldova,English,0,1,0
687,2015.0,Moldova,English,0,1,0
688,2016.0,Moldova,English,0,1,0
689,2017.0,Moldova,English,0,1,0
690,2018.0,Moldova,English,0,1,0
691,2019.0,Moldova,English,0,1,0
692,2020.0,Moldova,English,0,1,0
693,2021.0,Moldova,English,0,1,0
694,2007.0,Albania,English/Albanian,0,0,1
695,2011.0,Albania,English/Albanian,0,0,1
696,2022.0,Albania,English/Albanian,0,0,1
697,2007.0,Serbia,Serbian,1,0,0
698,2008.0,Serbia,Serbian,1,0,0
699,2009.0,Serbia,Serbian,1,0,0
700,2010.0,Serbia,Serbian,1,0,0
701,2011.0,Serbia,Serbian,1,0,0
702,2012.0,Serbia,Serbian,1,0,0
703,2013.0,Serbia,Serbian,1,0,0
704,2020.0,Serbia,Serbian,1,0,0
705,2021.0,Serbia,Serbian,1,0,0
706,2022.0,Serbia,Serbian,1,0,0
707,2007.0,Czech Republic,Czech,1,0,0
708,2007.0,Portugal,Portuguese/English (French/Spanish),0,0,1
709,2007.0,Norway,English (title Spanish),0,0,1
710,2007.0,Andorra,Catalan/English,0,0,1
711,2009.0,Andorra,Catalan/English,0,0,1
712,2007.0,Hungary,English,0,1,0
713,2009.0,Hungary,English,0,1,0
714,2012.0,Hungary,English,0,1,0
715,2014.0,Hungary,English,0,1,0
716,2015.0,Hungary,English,0,1,0
717,2016.0,Hungary,English,0,1,0
718,2007.0,Turkey,English (title partly Turkish),0,0,1
719,2007.0,Latvia,Italian,0,0,1
720,2007.0,Bosnia and Herzegovina,Serbian,0,0,1
721,2007.0,Spain,Spanish (English),0,0,1
722,2013.0,Spain,Spanish (English),0,0,1
723,2007.0,France,French/English (Franglais),0,0,1
724,2007.0,Ukraine,German/English/ Ukrainian/Russian,0,0,1
725,2007.0,Romania,English/It./Sp./ Russ./Fr./Rom.,0,0,1
726,2007.0,Armenia,English/Armenian,0,0,1
727,2008.0,Armenia,English/Armenian,0,0,1
728,2009.0,Armenia,English/Armenian,0,0,1
729,2008.0,Estonia,Serbian (German/Finnish),0,0,1
730,2008.0,San Marino,Italian,1,0,0
731,2013.0,San Marino,Italian,1,0,0
732,2008.0,Azerbaijan,English,0,1,0
733,2009.0,Azerbaijan,English,0,1,0
734,2010.0,Azerbaijan,English,0,1,0
735,2011.0,Azerbaijan,English,0,1,0
736,2012.0,Azerbaijan,English,0,1,0
737,2013.0,Azerbaijan,English,0,1,0
738,2014.0,Azerbaijan,English,0,1,0
739,2015.0,Azerbaijan,English,0,1,0
740,2016.0,Azerbaijan,English,0,1,0
741,2017.0,Azerbaijan,English,0,1,0
742,2018.0,Azerbaijan,English,0,1,0
743,2019.0,Azerbaijan,English,0,1,0
744,2020.0,Azerbaijan,English,0,1,0
745,2022.0,Azerbaijan,English,0,1,0
746,2008.0,Ireland,English (Fr./Germ./It./Sp.),0,0,1
747,2008.0,Andorra,English (Catalan),0,0,1
748,2008.0,Romania,Romanian/Italian,0,0,1
749,2008.0,Czech Republic,English,0,1,0
750,2015.0,Czech Republic,English,0,1,0
751,2016.0,Czech Republic,English,0,1,0
752,2017.0,Czech Republic,English,0,1,0
753,2018.0,Czech Republic,English,0,1,0
754,2019.0,Czech Republic,English,0,1,0
755,2020.0,Czech Republic,English,0,1,0
756,2022.0,Czech Republic,English,0,1,0
757,2008.0,Belarus,English (title Spanish),0,0,1
758,2008.0,Hungary,English/Hungarian,0,0,1
759,2011.0,Hungary,English/Hungarian,0,0,1
760,2008.0,Malta,English (Russian),0,0,1
761,2008.0,Cyprus,Greek (title French),0,0,1
762,2008.0,France,English/French,0,0,1
763,2008.0,Spain,Spanish/English,0,0,1
764,2017.0,Spain,Spanish/English,0,0,1
765,2022.0,Spain,Spanish/English,0,0,1
766,2009.0,Montenegro,English,0,1,0
767,2016.0,Montenegro,English,0,1,0
768,2017.0,Montenegro,English,0,1,0
769,2019.0,Montenegro,English,0,1,0
770,2022.0,Montenegro,English,0,1,0
771,2009.0,Czech Republic,English (Romani),0,0,1
772,2009.0,Sweden,English/French,0,0,1
773,2009.0,Turkey,English (title Turkish),0,0,1
774,2009.0,Israel,English/Hebrew/ Arabic,0,0,1
775,2009.0,Ireland,English (title Latin),0,0,1
776,2009.0,Latvia,Russian,0,0,1
777,2009.0,Slovenia,English/Slovene,0,0,1
778,2014.0,Slovenia,English/Slovene,0,0,1
779,2009.0,Lithuania,English/Russian,0,0,1
780,2009.0,Moldova,Romanian/English,0,0,1
781,2009.0,Russia,Russian/Ukrainian,0,0,1
782,2010.0,Finland,Finnish (title Karelian dialect),0,0,1
783,2010.0,Poland,English/Polish,0,0,1
784,2010.0,Iceland,English (French),0,0,1
785,2010.0,Bulgaria,Bulgarian/English,0,0,1
786,2010.0,France,French (title partly Spanish),0,0,1
787,2011.0,Norway,English (Swahili),0,0,1
788,2011.0,Russia,English (Russian),0,0,1
789,2011.0,San Marino,English,0,1,0
790,2014.0,San Marino,English,0,1,0
791,2015.0,San Marino,English,0,1,0
792,2016.0,San Marino,English,0,1,0
793,2017.0,San Marino,English,0,1,0
794,2018.0,San Marino,English,0,1,0
795,2020.0,San Marino,English,0,1,0
796,2021.0,San Marino,English,0,1,0
797,2011.0,Lithuania,English (French/ Sign language),0,0,1
798,2011.0,Greece,English/Greek,0,0,1
799,2011.0,Bosnia and Herzegovina,English (Bosnian),0,0,1
800,2011.0,Slovakia,English,0,1,0
801,2012.0,Slovakia,English,0,1,0
802,2011.0,Macedonia,Macedonian/English (Russian),0,0,1
803,2011.0,France,Corsican,0,0,1
804,2011.0,Italy,Italian/English,0,0,1
805,2016.0,Italy,Italian/English,0,0,1
806,2012.0,Montenegro,English (German/ Montenegrin),0,0,1
807,2012.0,Albania,Albanian (title Latin),0,0,1
808,2012.0,Romania,Spanish/English,0,0,1
809,2012.0,Finland,Swedish,0,0,1
810,2012.0,Israel,English/Hebrew,0,0,1
811,2014.0,Israel,English/Hebrew,0,0,1
812,2021.0,Israel,English/Hebrew,0,0,1
813,2012.0,San Marino,English (Italian),0,0,1
814,2012.0,Denmark,English (Arabic),0,0,1
815,2012.0,Russia,Udmurt (English),0,0,1
816,2012.0,Austria,Mühlviertel German,0,0,1
817,2012.0,Moldova,English (title Romanian),0,0,1
818,2012.0,Bulgaria,Bulgarian (10 other),0,0,1
819,2012.0,Georgia,English/Georgian,0,0,1
820,2012.0,Italy,English/Italian,0,0,1
821,2013.0,Moldova,Romanian,1,0,0
822,2022.0,Moldova,Romanian,1,0,0
823,2013.0,Macedonia,Macedonian/Romani,0,0,1
824,2013.0,Iceland,Icelandic,1,0,0
825,2019.0,Iceland,Icelandic,1,0,0
826,2022.0,Iceland,Icelandic,1,0,0
827,2013.0,Greece,Greek (title English),0,0,1
828,2013.0,Italy,Italian,1,0,0
829,2015.0,Italy,Italian,1,0,0
830,2018.0,Italy,Italian,1,0,0
831,2020.0,Italy,Italian,1,0,0
832,2021.0,Italy,Italian,1,0,0
833,2022.0,Italy,Italian,1,0,0
834,2014.0,Latvia,English (Latvian),0,0,1
835,2014.0,Poland,Polish/English,0,0,1
836,2019.0,Poland,Polish/English,0,0,1
837,2014.0,France,French (English/Spanish),0,0,1
838,2014.0,Italy,Italian (English),0,0,1
839,2014.0,Spain,English/Spanish,0,0,1
840,2015.0,Serbia,English (Sign language),0,0,1
841,2015.0,Romania,Romanian/English,0,0,1
842,2015.0,Israel,English,0,1,0
843,2016.0,Israel,English,0,1,0
844,2017.0,Israel,English,0,1,0
845,2019.0,Israel,English,0,1,0
846,2022.0,Israel,English,0,1,0
847,2015.0,Australia,English,1,1,0
848,2016.0,Australia,English,1,1,0
849,2017.0,Australia,English,1,1,0
850,2018.0,Australia,English,1,1,0
851,2019.0,Australia,English,1,1,0
852,2020.0,Australia,English,1,1,0
853,2021.0,Australia,English,1,1,0
854,2022.0,Australia,English,1,1,0
855,2016.0,Greece,Greek/English (Pontic Greek),0,0,1
856,2016.0,Cyprus,English (title Latin),0,0,1
857,2016.0,Austria,French,0,0,1
858,2016.0,Serbia,English,0,1,0
859,2017.0,Serbia,English,0,1,0
860,2016.0,Bulgaria,English (Bulgarian),0,0,1
861,2016.0,Ukraine,English/Crimean Tatar,0,0,1
862,2016.0,Spain,English,0,1,0
863,2017.0,Hungary,Hungarian (Romani) (title Latin),0,0,1
864,2017.0,Croatia,English/Italian,0,0,1
865,2017.0,Belarus,Belarusian,1,0,0
866,2020.0,Belarus,Belarusian,1,0,0
867,2017.0,Italy,Italian (English/ Sanskrit/Ancient Greek),0,0,1
868,2018.0,Lithuania,English (Lithuanian),0,0,1
869,2018.0,Israel,English (Hebrew/Japanese),0,0,1
870,2018.0,Estonia,Italian,0,0,1
871,2018.0,Armenia,Armenian,1,0,0
872,2018.0,Cyprus,English (title Spanish),0,0,1
873,2018.0,Serbia,Serbian (Torlakian dialect),0,0,1
874,2018.0,Denmark,English (Icelandic),0,0,1
875,2018.0,Georgia,Georgian,1,0,0
876,2018.0,Slovenia,Slovene (Portuguese),0,0,1
877,2019.0,Serbia,Serbian (English),0,0,1
878,2019.0,Georgia,Georgian (Abkhaz),0,0,1
879,2019.0,San Marino,English (Turkish),0,0,1
880,2019.0,Denmark,English/French (German/Danish),0,0,1
881,2019.0,Croatia,English/Croatian,0,0,1
882,2021.0,Croatia,English/Croatian,0,0,1
883,2019.0,Norway,English (Sami),0,0,1
884,2019.0,North Macedonia,English,0,1,0
885,2020.0,North Macedonia,English,0,1,0
886,2021.0,North Macedonia,English,0,1,0
887,2022.0,North Macedonia,English,0,1,0
888,2019.0,France,French/English (Sign language),0,0,1
889,2019.0,Italy,Italian (Arabic),0,0,1
890,2020.0,Israel,English/Amharic/Hebrew/Arabic,0,0,1
891,2020.0,Russia,English/Spanish,0,0,1
892,2020.0,Slovenia,Slovenian,0,0,1
893,2022.0,Slovenia,Slovenian,0,0,1
894,2020.0,The Netherlands,English,0,1,0
895,2020.0,Ukraine,Ukrainian,1,0,0
896,2021.0,Ukraine,Ukrainian,1,0,0
897,2022.0,Ukraine,Ukrainian,1,0,0
898,2021.0,Azerbaijan,English/Azerbaijani,0,0,1
899,2021.0,Czech Republic,English/Czech,0,0,1
900,2021.0,Denmark,Danish,1,0,0
901,2021.0,Malta,English/French,0,0,1
902,2021.0,Portugal,English,0,1,0
903,2021.0,Russia,Russian,1,0,0
904,2021.0,Netherlands,English/Sranan Tongo,0,0,1
905,2022.0,Cyprus,English/Greek,0,0,1
906,2022.0,France,Breton,0,0,1
907,2022.0,Lithuania,Lithuanian,1,0,0
908,2022.0,Portugal,English/Portuguese,0,0,1
909,2022.0,Romania,English/Spanish,0,0,1
910,2022.0,San Marino,Italian/English,0,0,1
911,2022.0,The Netherlands,Dutch,1,0,0
912,,Azerbaijan,Azerbaijani,1,0,0
913,,North Macedonia,Macedonian,1,0,0
